alimento,peso_crudo_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hidratos_carbono_g,fibra_g,azucar_g,carga_glicemica,cantidad_sugerida,peso_bruto_g,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,colesterol_g,categoria,cantidad,medida,acido_folico_g,vitamina_a_g,selenio_g,calcio_g,hierro_g,sodio_g,potasio_g,fosforo_g,zinc_g,acido_ascorbico_g
Palanqueta de amaranto,16.0,16.0,68.0,1.7,1.2,13.5,0.7,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,4.0,pieza,0.0,0.0,0.0,0.0085,0.0011,0.046200000000000005,0.0,0.0,0.0,0.0
Palanqueta de amaranto con pasas,21.0,21.0,84.0,2.1,1.7,16.4,0.2,0.6,0.0,,,0.0,0.0,0.0,0.0,cereales,4.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palitos de pan,20.0,20.0,72.0,1.0,0.0,16.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palomitas,13.0,13.0,52.0,1.0,0.0,11.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.3333333333333333,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palomitas acarameladas,18.0,18.0,74.0,2.2,1.7,12.3,0.6,0.6,0.0,,,0.3,0.0,0.0,0.0,cereales,3.0,pieza,3.6e-06,8e-07,9.999999999999999e-06,0.225,0.1779,0.14,0.0216,0.0,0.0,0.0
Palomitas acarameladas light,18.0,18.0,70.0,3.5,3.5,14.0,3.5,3.5,0.0,,,0.0,0.0,0.0,0.0,cereales,2.5,taza,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0
Palomitas sin grasa,18.0,18.0,70.0,3.5,3.5,14.0,3.5,3.5,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,taza,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0
Pam-bazo,25.0,25.0,67.0,2.5,1.0,12.5,1.0,0.2,14.0,,,0.2,0.0,0.0,0.0,cereales,25.0,rebanada,0.0,0.0,0.0,0.028,0.0003,0.083,0.0,0.0,0.0,0.0
Pan 5 granos,25.0,25.0,62.0,2.4,1.0,12.1,1.0,0.3,0.0,,,0.2,0.0,0.0,0.0,cereales,25.0,rebanada,0.0,0.0,0.0,0.024,0.0009000000000000001,0.127,0.0,0.0,0.0,0.0
Pan 7 granos,20.0,20.0,65.0,2.6,1.3,11.1,0.4,0.4,0.0,,,0.2,0.0,0.0,0.0,cereales,20.0,rebanada,1.2e-05,0.0,0.0,0.053,0.0005,0.07890000000000001,0.0,0.0,0.0,0.0
Pan ácimo,20.0,20.0,57.0,1.3,0.5,11.0,0.3,0.3,0.0,,,0.0,0.0,0.0,0.0,cereales,0.3333333333333333,pieza,2e-06,0.0,0.0,0.0162,0.0005,0.0528,0.0,0.0,0.0,0.0
Pan árabe,20.0,20.0,54.0,1.8,0.2,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.3333333333333333,pieza,0.0,0.0,0.0,0.017,0.0005,0.0238,0.0,0.0,0.0,0.0
Pan árabe integral,,21.0,56.0,2.1,0.6,11.6,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,cereales,0.3333333333333333,pieza,0.0,0.0,0.0,0.0073,0.0033,0.0006,0.036000000000000004,0.11220000000000001,0.038,0.0
Pan bagel dulce,,23.0,64.0,2.3,0.4,12.9,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.3333333333333333,pieza,0.0,0.0,0.0,0.005,0.0043,0.0009000000000000001,0.0356,0.0756,0.0182,0.0
Pan bagel integral,,23.0,60.0,2.5,0.3,12.5,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.3333333333333333,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pan bagel salado,,23.0,64.0,2.2,0.4,12.5,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.3333333333333333,pieza,0.0,0.0,0.0,0.0175,0.0008,0.0224,0.0238,0.1188,0.0,0.0
Pan baguette,,27.0,72.0,2.7,1.0,13.4,0.2,0.4,0.0,,,0.1,0.2,0.1,0.1,cereales,0.14285714285714285,pieza,0.0,0.0,0.0,0.0097,0.0029,0.0259,0.0324,0.1458,0.0,0.0
Pan brioche,,22.0,67.0,2.3,0.0,14.1,0.0,0.1,0.0,,,0.1,0.0,0.0,0.0,cereales,0.3333333333333333,pieza,0.0,0.0,0.0,0.027800000000000002,0.1013,0.0091,0.0292,0.1458,0.0,0.0
Pan blanco,,27.0,71.0,2.2,0.8,13.6,0.1,0.1,0.0,,,0.1,0.2,0.1,0.1,cereales,1.0,pieza,0.0,0.0,0.0,0.012,0.0068,0.020300000000000002,0.0615,0.13130000000000003,0.0,0.0
Pan centeno,,23.0,66.0,2.4,0.5,11.6,0.3,0.3,0.0,,,0.2,0.3,0.2,0.2,cereales,0.3333333333333333,rebanada,0.0,0.0,0.0,0.008,0.0103,0.0259,0.034,0.1458,0.0,0.0
Pan centeno con salvado,,27.0,67.0,2.4,0.8,11.9,0.3,0.3,0.0,,,0.3,0.3,0.1,0.1,cereales,0.75,rebanada,0.0,0.0,0.0,0.0106,0.02,0.040600000000000004,0.156,0.0905,0.0,0.0
Pan de 5 granos,,25.0,62.0,2.6,2.1,15.0,0.3,0.3,0.0,,,0.3,0.3,0.1,0.1,cereales,0.75,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pan de 7 granos,,27.0,65.0,3.1,1.3,12.1,0.5,0.1,0.0,,,0.2,0.5,0.3,0.3,cereales,1.0,rebanada,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0
Pan de avena,,30.0,71.0,3.2,2.4,11.0,0.3,0.1,0.0,,,0.3,0.3,0.1,0.1,cereales,1.0,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pan de caja integral,,25.0,65.0,2.4,1.7,11.0,0.0,0.0,0.0,,,0.2,0.3,0.1,0.1,cereales,1.0,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pan de centeno y comino,,20.0,67.0,2.6,2.1,9.7,0.0,0.0,0.0,,,0.3,0.3,0.1,0.1,cereales,1.0,rebanada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pan de centeno y trigo,,25.0,57.0,2.5,1.4,12.9,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pan de girasol integral,,26.0,67.0,2.5,1.1,11.1,0.7,0.7,0.0,,,0.0,0.0,0.0,0.0,cereales,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pan de hamburguesa chico,,26.0,67.0,2.5,1.1,12.9,0.1,1.9,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pan de hot dog,22.0,22.0,55.0,2.0,1.0,10.5,0.5,1.5,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,0.0,9.999999999999999e-06,0.0,0.0005,0.0005,0.105,0.0,0.0,0.0,0.0
Pan de hot dog con ajonjolí,22.0,22.0,55.0,2.0,2.2,11.9,0.6,6.3,0.0,,,0.0,0.2,0.8,0.8,cereales,0.5,pieza,0.0,5e-07,0.0,0.0005,0.1156,0.0,0.105,0.0,0.0,0.0
Pan de jengibre,25.0,28.0,72.0,0.9,0.9,11.5,0.0,0.9,0.0,,,0.0,0.0,0.0,0.0,cereales,1.0,rebanada,0.0,1.8999999999999998e-05,0.0,0.0044,0.0003,0.0469,0.0,0.0,0.0,0.0
Pan de miel y avena,21.0,21.0,68.0,3.0,2.2,12.7,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,1.0,rebanada,0.0,1.4699999999999998e-05,0.0,0.0004,0.001,0.028100000000000003,0.0,0.0,0.0,0.0
Pan de plátano,25.0,25.0,59.0,1.4,1.5,10.2,0.0,0.0,0.0,,,0.2,0.3,0.3,0.3,cereales,0.75,rebanada,0.0,2.9e-05,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0
Pan trigo con arroz,23.0,23.0,67.0,2.4,2.1,12.6,0.7,1.1,14.0,,,0.0,0.0,0.0,0.0,cereales,0.75,rebanada,0.0,7.8e-05,0.0,0.001,0.002,0.0634,0.0,0.0,0.0,0.0
Pan integral,14.0,14.0,56.0,1.8,0.2,11.4,1.1,0.1,11.0,,,0.0,0.0,0.0,0.0,cereales,1.0,pieza,0.0,0.0001271,0.0,0.0005,0.0005,0.016,0.0,0.0,0.0,0.0
Pan italiano,15.0,15.0,60.0,2.1,1.0,11.8,0.0,0.0,12.0,,,0.0,0.0,0.0,0.0,cereales,0.3333333333333333,pieza,0.0,3.07e-05,0.0,0.0002,0.0003,0.0958,0.0,0.0,0.0,0.0
Pan matza,26.0,25.0,65.0,1.9,0.5,11.7,0.5,0.0,12.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,0.0,3.77e-05,0.0,0.0,0.0,0.1448,0.0,0.0,0.0,0.0
Pan Melba,25.0,25.0,61.0,2.5,1.1,12.9,0.1,0.1,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,0.0,2.8e-05,0.0,0.0003,0.0,0.0891,0.0,0.0,0.0,0.0
Pan molido,25.0,25.0,67.0,2.5,1.0,12.5,0.2,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.3333333333333333,pieza,0.0,2.5699999999999998e-05,0.0,0.0007,0.0007,0.1115,0.0,0.0,0.0,0.0
Pan negro,23.0,23.0,64.0,2.1,0.3,12.9,0.0,0.1,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,0.0,1.05e-05,0.0,0.0003,0.0003,0.1423,0.0,0.0,0.0,0.0
Pan negro con trigo,16.0,26.0,69.0,2.1,1.0,15.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,1.0,cdta,0.0,1.2499999999999999e-05,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.0
Pan panini,25.0,23.0,61.0,1.9,0.5,11.7,0.5,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,8.0,rebanada,0.0,2.4e-06,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0
Pan para hamburguesa chico,25.0,25.0,65.0,2.4,1.1,12.5,0.2,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0
Pan para hamburguesa grande,25.0,25.0,65.0,2.5,1.0,12.5,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,0.0,2.5699999999999998e-05,0.0,0.0007,0.0007,0.1082,0.0,0.0,0.0,0.0
Pan para pambazo,23.0,23.0,64.0,2.1,0.3,12.9,0.0,0.1,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,0.0,1.99e-05,0.0,0.0003,0.0003,0.1238,0.0,0.0,0.0,0.0
Pan pita,23.0,23.0,64.0,2.1,0.3,12.9,0.0,0.1,0.0,,,0.0,0.0,0.0,0.0,cereales,0.3333333333333333,pieza,0.0,1.99e-05,0.0,0.0003,0.0003,0.1238,0.0,0.0,0.0,0.0
Pan Thin,42.0,42.0,77.0,3.9,1.0,13.3,0.3,0.2,0.0,,,0.0,0.0,0.0,0.0,cereales,1.5,pieza,0.0,0.0,0.0,0.0,0.0,0.1445,0.0,0.0,0.0,0.0
Pan tipo 'English Muffin',29.0,29.0,67.0,2.2,0.5,13.1,0.1,0.1,22.0,,,0.1,0.0,0.0,0.0,cereales,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.132,0.0,0.0
Pan tipo Media Noche,22.0,22.0,55.0,2.0,1.0,10.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0
Pan tostado,15.0,15.0,64.0,1.6,0.3,11.8,0.1,0.1,0.0,,,0.4,0.1,0.1,0.1,cereales,1.0,rebanada,0.0,0.0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0
Panqué fat-tree,25.0,25.0,71.0,1.4,0.1,15.3,0.0,0.0,0.0,,,2.2,0.0,0.0,0.0,cereales,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0275,0.0,0.0,0.0,0.0
Papa al horno con cascara,78.0,78.0,73.0,1.6,0.1,16.8,0.0,0.0,60.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,7e-06,0.0,0.0,0.0,0.0,0.305,0.0,0.305,0.0,0.0
Papa al horno sin cascara,68.0,68.0,59.0,1.3,0.1,13.7,0.0,0.0,47.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,7e-06,0.0,0.0,0.0,0.0,0.25789999999999996,0.0,0.25789999999999996,0.0,0.0
Papa cocida con cascara,68.0,68.0,58.0,1.2,0.1,13.7,0.0,0.0,37.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,7e-06,0.0,0.0,0.0,0.0,0.223,0.0,0.223,0.0,0.0
Papa cocida sin cascara,78.0,78.0,71.0,1.2,0.1,13.7,0.0,0.0,44.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,5.4e-06,0.0,0.0,0.0,0.0,0.512,0.0,0.0,0.0,0.0
Papa de agua,95.0,94.0,72.0,1.5,0.1,13.7,0.0,0.0,31.6,,,0.0,0.0,0.0,0.0,cereales,1.0,pieza,6.099999999999999e-06,0.0,0.0,0.0,0.0,0.0297,0.0,0.0,0.0,0.0
Papa cambray,115.0,115.0,59.0,1.2,0.1,13.5,0.0,0.0,39.0,,,0.0,0.0,0.0,0.0,cereales,5.0,pieza,5.4e-06,0.0,0.0,0.0,0.0,0.0395,0.0,0.0,0.0,0.0
Papa hervida con piel,68.0,68.0,60.0,1.8,0.1,16.2,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,taza,9.199999999999998e-06,0.0,0.0,0.0,0.0,0.020800000000000003,0.0,0.0,0.0,0.0
Papa hervida pelada,85.0,85.0,71.0,1.7,0.1,15.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,taza,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papa picada,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,20.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papa roja cruda,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papas hojuelas para puré,,,63.0,0.0,0.0,15.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,5.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papel de arroz,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,5.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAPILLA DE ARROZ,,17.0,67.0,1.4,0.5,14.1,1.1,0.2,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,taza,0.0,0.0,0.0,0.0091,0.0079,0.0637,0.002,0.02,0.0,0.0
PAPILLA DE ARROZ PEGUADA,,15.0,59.0,1.1,0.7,11.6,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,15.0,g,0.0,0.0,0.0,0.0275,0.0070999999999999995,0.0578,0.0048,0.02,0.0,0.0
PAPILLA DE AVENA DESHIDRATADA,,15.0,56.0,1.0,0.2,12.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,15.0,g,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0
PAPILLA DE MAIZ PEGUADA,,21.0,72.0,1.8,0.2,16.6,1.0,0.1,0.0,,,0.0,0.0,0.1,0.1,cereales,0.75,sobre,0.0,0.0,0.0,0.0045000000000000005,0.0066,0.308,0.2288,0.0233,0.0,0.0
PASTA COCIDA,,60.0,78.0,3.2,1.1,14.0,0.3,0.3,0.0,,,0.3,0.3,0.0,0.0,cereales,0.5,taza,0.0,0.0,0.0,0.0063,0.0007,0.126,0.0495,0.0305,0.0,0.0
PASTA CON HUEVO,,15.0,57.0,1.9,0.6,11.0,0.1,0.0,0.0,,,0.1,0.0,0.0,0.0,cereales,0.3333333333333333,taza,0.0,0.0,0.0,0.005200000000000001,0.0004,0.0394,0.0004,0.0004,0.0,0.0
PASTA CRUDA PARA SOPA,,20.0,68.0,1.9,0.1,14.6,0.1,0.1,0.0,,,0.0,0.0,0.1,0.1,cereales,20.0,g,0.0,0.0,0.0,0.0054,0.0003,0.0369,0.0004,0.0004,0.0,0.0
PASTA DE CODITO,,20.0,74.0,2.5,0.2,15.0,0.1,0.0,0.0,,,0.0,0.0,0.1,0.1,cereales,0.5,taza,0.0,0.0,0.0,0.0050999999999999995,0.0002,0.0369,0.0004,0.0004,0.0,0.0
PASTA DE ESTRELLITAS,,19.0,69.0,2.3,0.2,14.1,0.1,0.0,0.0,,,0.0,0.0,0.1,0.1,cereales,0.25,taza,0.0,0.0,0.0,0.0050999999999999995,0.0002,0.0369,0.0003,0.0003,0.0,0.0
PASTA DE LAGRIMITAS,,19.0,69.0,2.3,0.2,14.1,0.1,0.0,0.0,,,0.0,0.0,0.1,0.1,cereales,0.25,taza,0.0,0.0,0.0,0.005,0.0001,0.0369,0.0003,0.0003,0.0,0.0
PASTA DE LETRAS,,20.0,69.0,2.5,0.2,14.7,0.1,0.0,0.0,,,0.0,0.0,0.1,0.1,cereales,0.5,taza,0.0,0.0,0.0,0.0063,0.0007,0.0448,0.006500000000000001,0.040799999999999996,0.0,0.0
PASTA DE MONO,,60.0,78.0,3.2,1.1,14.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,taza,0.0,0.0,0.0,0.0063,0.0007,0.0448,0.006500000000000001,0.040799999999999996,0.0,0.0
PASTA DE MUNICIONES,25.0,25.0,72.0,2.8,0.6,13.7,0.1,0.1,0.0,,,0.1,0.1,0.0,0.0,cereales,25.0,g,0.0,0.0,0.0,0.006900000000000001,0.0008,0.0205,0.0013000000000000002,0.041299999999999996,0.0,0.0
PASTA DE TRIGO COCIDA,25.0,25.0,72.0,2.5,0.3,12.3,0.1,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,25.0,g,0.0,0.0,0.0,0.010400000000000001,0.0005,0.0624,0.0005,0.0005,0.0,0.0
PASTA DE TRIGO FRESCA,,46.0,65.0,2.7,0.1,14.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,46.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PASTA INTEGRAL COCIDA,,20.0,65.0,2.7,0.1,14.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.3333333333333333,taza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PASTA PARA SOPA CRUDA,20.0,20.0,65.0,2.7,0.1,14.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,20.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasta tornillo cocida,15.0,15.0,57.0,1.9,0.6,11.0,0.1,0.3,0.0,,,0.1,0.3,0.0,0.0,cereales,0.3333333333333333,taza,0.0,0.0,0.0,0.005200000000000001,0.0004,0.0007,0.0,0.026000000000000002,0.0007,0.0
Pastel ángel,28.0,28.0,73.0,1.7,0.2,16.4,0.1,0.1,0.0,,,0.0,0.1,0.2,0.2,cereales,1.0,rebanada,0.0,1e-06,0.0,0.04,0.0007,0.212,0.0,0.066,0.0,0.0
Peneques,26.0,26.0,58.0,1.5,0.4,12.3,0.0,0.0,0.0,,,0.0,0.0,0.2,0.2,cereales,2.0,pieza,0.0,0.0,0.0,0.028100000000000003,0.0012,0.0,0.0,0.0,0.0,0.0
Pinole,15.0,15.0,58.0,1.6,0.9,11.3,0.2,0.1,0.0,,,0.0,0.0,0.3,0.3,cereales,15.0,g,0.0,3.6099999999999997e-05,0.0,0.0,0.0019,0.0,0.0,0.0975,0.0,0.0
Populares,17.0,17.0,62.0,1.2,0.5,13.1,0.2,4.7,0.0,,,0.2,0.3,0.1,0.1,cereales,2.0,pieza,0.0,1.5399999999999998e-05,0.0,0.064,0.0,0.0206,0.031,0.0375,0.0,0.0
Pretzels,18.0,18.0,69.0,1.7,0.6,14.5,0.1,0.6,0.0,,,0.1,0.0,0.0,0.0,cereales,6.0,pieza,0.0,1.8e-05,0.0,0.0808,0.0,0.1251,0.0446,0.3124,0.0,0.0
Puré de camote,60.0,50.0,77.0,0.2,0.0,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.25,taza,0.0,4.22e-05,0.0,0.004200000000000001,0.005200000000000001,0.0,0.0,0.2174,0.0,0.0
Puré de camote con naranja,50.0,20.0,60.0,1.7,0.1,16.1,0.2,0.3,0.0,,,0.0,0.0,0.2,0.2,cereales,0.25,taza,0.0,9.1e-06,0.0,0.0053,0.0,0.0002,0.0,0.0851,0.0,0.0
Quaker papa hojuelas 0% Azúcar,20.0,18.0,60.0,1.5,0.7,16.8,0.3,0.5,0.0,,,0.3,0.6,0.7,0.7,cereales,0.3333333333333333,taza,0.0,3.7999999999999995e-05,0.0,0.038,0.0,0.2313,0.252,0.0,0.0,0.0
Quínoa cruda,20.0,20.0,74.0,2.8,1.2,12.8,0.3,0.3,0.0,,,0.1,0.3,0.7,0.7,cereales,0.5,taza,0.0,9e-07,0.0,0.0056,0.0152,0.0,0.0,0.0,0.0,0.0
Quínoa inflada,100.0,55.0,60.0,0.6,0.1,14.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,100.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raíz de chayote,55.0,5.0,63.0,1.6,0.2,14.2,0.0,0.3,0.0,,,0.0,0.0,0.0,0.0,cereales,55.0,g,0.0,1.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sagu,16.0,18.0,70.0,1.8,1.8,16.3,0.1,0.5,0.0,,,0.0,0.0,0.0,0.0,cereales,5.0,pieza,0.0,1.49e-05,0.0,0.0014,0.0,0.0011,0.0125,0.0,0.0,0.0
Saladitas,27.0,29.0,64.0,2.4,0.2,24.4,0.0,0.1,0.0,,,0.1,0.1,0.1,0.1,cereales,9.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saladitas integrales,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,3.0,cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvado de avena,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,3.0,cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvado de maíz,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,6.0,cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvado de trigo,8.0,,66.0,4.8,1.3,19.8,0.0,0.0,0.0,,,0.2,0.2,0.7,0.7,cereales,1.0,cda,2.45e-05,2.2499999999999998e-05,0.0,0.0032,0.36260000000000003,0.001,0.3105,0.0,0.0,0.0
Sémola de maíz preparada,121.0,,72.0,1.7,0.3,15.6,0.0,0.0,0.0,,,0.1,0.1,0.1,0.1,cereales,0.5,taza,0.0,0.0,0.0,0.0035,0.0002,0.0025,0.0,0.0,0.0,0.0
Sémola sin preparar,20.0,,72.0,2.5,0.2,14.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,20.0,g,1.43e-05,3.2999999999999997e-06,0.0,0.0009000000000000001,0.0001,0.0002,0.0,0.0,0.0,0.0
Sopa Instant Ramen sin preparar,50.0,,67.0,2.0,1.0,11.3,0.0,0.0,0.0,,,0.3,0.0,0.0,0.0,cereales,50.0,g,0.0,0.0,0.0,0.0,0.0014,0.4935,0.0,0.0,0.0,0.0
Sorgo,18.0,,61.0,2.0,0.6,13.4,0.0,0.0,0.0,,,0.1,0.2,0.2,0.2,cereales,1.5,cda,4.9999999999999996e-06,4.9999999999999996e-06,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0
Tallarín cocido,16.0,,60.0,2.9,0.3,12.1,0.0,0.0,0.0,,,0.0,0.0,0.1,0.1,cereales,0.5,taza,1.4699999999999998e-05,1.0199999999999999e-05,0.0,0.0015,0.0003,0.0004,0.0,0.0,0.0,0.0
Tallarín crudo,20.0,,74.0,2.5,0.2,15.0,0.0,0.0,0.0,,,0.0,0.0,0.1,0.1,cereales,20.0,g,6.22e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tallarín estilo japonés,20.0,,69.0,2.0,0.2,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,cereales,0.5,taza,6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tapioca,19.0,,65.0,1.8,0.8,16.2,0.0,0.0,0.0,,,0.2,0.0,0.0,0.0,cereales,2.0,cda,2.49e-05,7e-07,0.0,8e-05,8e-05,0.1247,0.0,0.0,0.0,0.0
Telera,23.0,,62.0,1.4,0.5,13.6,0.0,0.0,0.0,,,0.2,0.0,0.2,0.2,cereales,0.3333333333333333,pieza,0.0,0.0,0.0,0.0,0.0,0.0958,0.0,0.0,0.0,0.0
Tortilla,30.0,,64.0,2.3,0.5,16.0,0.0,0.0,0.0,,,0.2,0.2,0.3,0.3,cereales,1.0,pieza,5.879999999999999e-05,8e-07,0.0,0.0008,0.0008,0.0262,0.0,0.0,0.0,0.0
Tortilla de maíz burra,30.0,,64.0,1.5,0.6,14.5,0.0,0.0,0.0,,,0.1,0.1,0.1,0.1,cereales,1.0,pieza,6.27e-05,3.9999999999999996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tortilla de maíz amarillo o negro,32.0,,70.0,1.6,0.9,14.1,0.0,0.0,0.0,,,0.1,0.2,0.4,0.4,cereales,1.0,pieza,3.2399999999999995e-05,4.22e-05,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
Tortilla de maíz azul,33.0,,75.0,2.2,0.5,13.8,0.0,0.0,0.0,,,0.1,0.1,0.1,0.1,cereales,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tortilla de maíz blanco,32.0,,73.0,3.2,0.5,14.9,0.0,0.0,0.0,,,0.1,0.1,0.3,0.3,cereales,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tortilla de maíz y soya,32.0,,73.0,0.5,1.4,14.2,0.0,0.0,0.0,,,0.1,0.4,0.7,0.7,cereales,1.0,pieza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
